duration,protocol,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,count,srv_count,serror_rate,rerror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,same_srv_rate,label
626,tcp,dns,RSTR,4166,3479,0,3,0,4,3,1,36,24,0.54,0.82,0.3,12,6,0.36,nmap
211,udp,dns,S0,2964,3191,0,3,1,3,0,1,13,34,0.32,0.34,0.61,4,141,0.52,buffer_overflow
794,udp,dns,RSTR,6489,1475,0,0,1,5,0,0,19,79,0.1,0.36,0.01,19,231,0.4,buffer_overflow
868,icmp,dns,SF,9832,5575,1,2,0,2,1,1,41,37,0.13,0.88,0.05,161,3,0.28,buffer_overflow
862,icmp,dns,RSTR,1221,9082,0,1,0,0,5,1,0,28,0.57,0.37,0.68,250,51,0.44,neptune
714,icmp,http,S0,1625,2418,1,0,1,5,1,0,56,39,0.7,0.12,0.82,158,89,0.61,neptune
349,udp,dns,REJ,4406,1669,1,1,2,4,4,1,42,65,0.27,0.88,0.54,238,50,0.41,warezclient
576,tcp,telnet,S0,6712,8312,0,3,0,0,0,0,68,73,0.91,0.61,0.41,196,48,0.27,buffer_overflow
138,udp,dns,REJ,2138,7628,0,1,0,4,1,0,47,66,0.99,0.9,0.56,60,238,0.16,guess_passwd
415,tcp,http,S0,5159,2496,0,0,3,1,4,1,16,2,0.05,0.98,0.58,113,102,0.03,normal
867,tcp,telnet,S0,5880,4264,1,1,0,2,2,0,41,57,0.37,0.18,0.81,170,9,0.56,smurf
335,icmp,dns,REJ,6378,3814,1,1,3,4,2,0,73,24,0.34,0.58,0.66,32,46,0.99,smurf
972,icmp,http,REJ,6912,1517,0,3,3,5,1,0,86,16,0.78,0.2,0.56,55,192,0.67,smurf
427,udp,http,SF,7293,5560,0,0,2,2,1,1,60,10,0.54,0.32,0.49,115,32,0.88,teardrop
676,udp,telnet,REJ,9568,4957,0,0,2,1,0,0,69,64,0.22,0.12,0.24,242,75,0.33,neptune
560,tcp,dns,SF,1746,1416,1,3,0,3,0,0,59,7,0.25,0.91,0.56,157,57,0.46,nmap
618,tcp,ftp,REJ,5342,1115,0,2,2,2,0,1,36,14,0.89,0.03,0.09,209,169,0.47,smurf
365,udp,telnet,RSTR,9560,5765,1,2,3,0,5,0,35,12,0.74,0.87,0.23,5,81,0.03,buffer_overflow
688,tcp,ftp,SF,104,9409,0,0,3,4,1,1,87,78,0.07,0.66,0.07,83,148,0.49,nmap
251,tcp,dns,S0,853,4762,0,2,3,5,4,1,86,82,0.22,0.52,0.68,36,95,0.75,guess_passwd
624,icmp,telnet,RSTR,6156,6248,1,0,1,3,4,1,15,91,0.78,0.16,0.28,27,131,0.03,warezclient
389,tcp,ftp,SF,7379,9898,0,2,0,4,5,1,97,56,0.74,0.82,0.04,70,98,0.85,buffer_overflow
961,udp,http,SF,1903,5536,1,0,3,4,2,0,95,63,0.22,0.57,0.54,8,66,0.75,buffer_overflow
650,tcp,ftp,S0,2932,154,1,1,2,3,4,0,20,53,0.7,0.58,0.2,176,7,0.07,portsweep
349,tcp,ftp,RSTR,9959,8015,1,0,0,5,2,1,33,0,0.16,0.65,0.56,178,167,0.6,nmap
441,udp,dns,SF,1355,8644,0,3,2,4,4,1,99,45,0.91,0.13,0.57,67,101,0.1,portsweep
575,udp,telnet,SF,1362,6318,0,1,3,4,3,0,26,77,0.11,0.77,0.42,218,140,0.3,normal
688,udp,http,RSTR,4006,668,0,0,1,4,1,0,38,49,0.71,0.0,0.42,73,77,0.41,portsweep
89,udp,dns,SF,4181,7456,1,3,3,4,4,0,89,76,0.44,0.36,0.91,177,238,0.26,normal
663,icmp,ftp,S0,8598,6298,1,3,0,5,1,0,6,17,0.14,0.69,0.56,133,205,0.97,portsweep
526,tcp,dns,REJ,6363,8570,1,1,0,0,4,1,33,57,0.72,0.87,0.99,90,30,0.89,warezclient
191,tcp,telnet,REJ,6396,379,0,0,1,5,5,1,79,73,0.49,0.39,0.97,207,93,0.72,guess_passwd
400,icmp,telnet,S0,3142,3788,0,1,0,0,0,0,77,72,0.02,0.38,0.96,161,193,0.49,buffer_overflow
670,icmp,telnet,REJ,7209,5828,0,0,0,5,4,1,68,11,0.6,0.37,0.45,62,156,0.79,nmap
478,icmp,ftp,S0,6941,1123,0,0,3,4,4,0,66,11,0.0,0.33,0.91,204,130,1.0,portsweep
8,udp,ftp,RSTR,6731,2623,1,1,0,5,1,0,44,31,0.65,0.96,0.33,130,7,0.81,nmap
271,udp,telnet,SF,9076,8973,0,2,3,4,5,0,37,46,0.29,0.49,0.68,245,204,0.04,neptune
752,tcp,dns,S0,3593,8563,0,2,1,3,3,1,27,64,0.41,0.07,0.81,236,40,0.29,normal
463,udp,ftp,REJ,3860,161,0,1,1,4,2,0,18,78,0.11,0.18,0.41,203,128,0.7,nmap
510,udp,ftp,S0,6063,13,1,0,2,4,4,0,72,40,0.2,0.74,0.83,136,190,0.7,satan
300,udp,dns,SF,8502,3664,0,1,3,3,3,0,35,67,0.61,0.64,0.98,112,246,0.76,portsweep
478,tcp,dns,RSTR,3494,3214,0,0,3,1,5,0,57,37,0.67,0.77,0.11,234,229,0.74,portsweep
775,icmp,dns,SF,5704,4672,1,2,0,5,1,0,44,44,0.1,0.51,0.82,99,203,0.18,guess_passwd
641,udp,telnet,REJ,8346,1431,1,2,3,3,1,1,41,32,0.54,0.17,0.74,20,141,0.95,neptune
895,tcp,dns,REJ,4970,3372,0,0,3,0,0,0,35,86,0.5,0.69,0.26,237,153,0.67,guess_passwd
211,tcp,telnet,REJ,2483,6972,0,2,3,4,3,1,84,15,0.01,1.0,0.84,183,169,0.96,portsweep
174,udp,http,RSTR,4554,7559,0,2,0,0,0,0,71,87,0.97,0.72,0.63,121,242,0.68,neptune
810,icmp,ftp,RSTR,4251,1176,1,3,2,2,4,1,66,18,0.22,0.73,0.39,34,182,0.61,neptune
540,icmp,dns,RSTR,4475,7892,0,2,1,2,1,1,28,57,0.86,0.96,0.61,79,142,0.95,neptune
475,tcp,ftp,REJ,7293,8891,1,1,3,5,0,0,39,75,0.29,0.72,0.58,146,99,0.51,nmap
260,tcp,http,REJ,2760,9030,0,2,3,2,5,0,74,36,0.19,0.95,0.43,119,199,0.42,portsweep
380,udp,ftp,SF,5172,1514,0,0,2,0,3,1,74,92,0.22,0.45,0.22,251,110,0.8,teardrop
132,tcp,ftp,RSTR,7209,102,0,0,1,5,5,0,97,30,0.67,0.85,0.59,213,111,0.46,warezclient
578,icmp,telnet,SF,3751,9335,0,0,3,3,1,1,50,54,0.76,0.85,0.37,153,191,0.66,neptune
484,tcp,ftp,RSTR,3985,2860,0,2,2,2,3,1,77,13,0.7,0.65,0.15,124,233,0.04,neptune
117,udp,dns,S0,2039,5171,1,0,3,4,4,1,56,3,0.55,0.2,0.53,144,42,0.75,guess_passwd
759,icmp,ftp,SF,2289,5906,1,2,3,0,1,0,32,14,0.42,0.03,0.52,17,13,0.77,guess_passwd
661,tcp,ftp,S0,4439,2,1,3,0,5,1,1,38,50,0.53,0.13,0.2,163,130,0.47,satan
232,tcp,http,REJ,2692,3104,1,3,0,0,0,0,1,94,0.42,0.53,0.8,90,87,0.01,neptune
592,udp,http,S0,5781,6093,0,1,3,3,2,0,1,23,0.48,0.84,0.81,169,34,0.43,portsweep
656,udp,ftp,S0,4000,229,1,1,1,4,0,1,37,41,0.22,0.98,0.51,219,250,0.68,normal
678,tcp,ftp,S0,2274,2814,0,3,3,5,2,1,80,75,0.61,0.05,0.75,59,20,0.14,teardrop
325,tcp,telnet,REJ,3307,7033,1,2,1,4,3,0,72,65,0.43,0.34,0.02,67,52,0.63,smurf
25,udp,dns,SF,3350,6186,1,1,2,4,4,0,76,12,0.84,0.67,0.86,7,239,0.15,teardrop
780,udp,http,SF,6214,7512,0,3,3,3,3,1,25,57,0.89,0.41,0.19,88,95,0.81,guess_passwd
266,tcp,ftp,REJ,3544,2741,0,1,3,1,2,0,49,51,0.56,0.16,0.23,30,51,0.43,teardrop
525,tcp,dns,REJ,382,9809,0,1,2,1,0,1,80,95,0.82,0.56,0.01,76,23,0.7,smurf
996,icmp,http,REJ,7013,6118,1,1,2,5,4,1,81,91,0.39,0.81,0.01,92,16,0.4,guess_passwd
750,tcp,http,RSTR,7299,9193,1,0,1,2,0,1,38,37,0.69,0.82,0.1,240,89,0.92,teardrop
623,tcp,telnet,S0,8180,2461,0,0,0,0,2,0,79,59,0.95,0.94,0.28,10,137,0.67,normal
65,icmp,telnet,RSTR,3979,1273,0,3,2,1,0,1,76,79,0.86,0.85,0.59,22,161,0.41,nmap
847,icmp,dns,SF,6844,1419,0,0,2,5,3,0,95,20,0.14,0.32,0.73,36,104,0.64,normal
883,icmp,http,SF,7748,2476,1,0,2,5,1,1,88,26,0.1,0.76,0.91,113,234,0.09,buffer_overflow
606,udp,telnet,RSTR,7619,6155,0,1,3,2,3,0,96,78,0.78,0.44,0.36,255,37,0.46,portsweep
580,icmp,dns,S0,8235,1914,0,3,3,2,0,0,57,17,0.58,0.74,0.96,116,5,0.74,smurf
854,icmp,telnet,REJ,7767,8102,0,0,1,3,0,1,5,52,0.59,0.02,0.68,90,32,0.39,guess_passwd
329,tcp,ftp,REJ,2468,5197,1,1,1,2,5,0,51,43,0.13,0.19,0.38,200,237,0.06,satan
152,icmp,http,S0,7530,5800,1,3,0,4,0,0,69,94,0.07,0.98,0.71,95,207,0.41,warezclient
850,tcp,ftp,SF,4814,4590,1,1,3,4,3,0,37,21,0.77,0.83,0.16,222,247,0.73,neptune
172,icmp,telnet,SF,4104,462,1,0,0,2,4,0,55,33,0.97,0.9,0.06,185,196,0.17,warezclient
335,icmp,dns,S0,1737,6300,1,1,0,1,1,0,70,36,0.0,0.01,0.16,85,194,0.06,neptune
424,udp,ftp,SF,3518,4984,1,2,3,4,1,0,81,53,0.83,0.3,0.16,80,20,0.14,buffer_overflow
705,icmp,dns,REJ,9584,3834,0,2,1,5,0,0,93,8,0.54,0.66,0.69,146,98,0.65,buffer_overflow
203,icmp,ftp,REJ,4259,830,0,1,2,0,2,1,57,90,0.72,0.9,0.41,132,173,0.81,teardrop
840,icmp,telnet,SF,5703,5645,1,2,1,2,2,0,11,31,0.2,0.47,0.38,250,58,0.98,neptune
542,icmp,ftp,RSTR,7190,6697,1,0,2,2,3,0,50,7,0.03,0.91,0.75,47,254,0.71,guess_passwd
370,icmp,dns,RSTR,6682,3580,0,2,0,0,5,1,71,75,0.25,0.07,0.2,246,185,0.06,neptune
595,icmp,dns,S0,1533,903,1,2,0,1,5,1,89,0,0.39,0.69,0.42,214,209,0.56,smurf
631,udp,dns,S0,8482,2179,1,1,3,5,2,0,29,30,0.84,0.57,0.7,153,145,0.51,warezclient
350,udp,ftp,S0,2767,3207,1,2,0,1,0,1,18,40,0.03,0.41,0.56,146,185,0.86,smurf
250,udp,dns,REJ,3758,1003,1,0,2,5,1,1,10,7,0.04,0.6,0.5,38,120,0.61,nmap
634,icmp,ftp,REJ,8270,5727,1,2,3,2,5,1,30,39,0.61,0.92,0.97,99,102,0.49,nmap
469,icmp,dns,RSTR,3248,5199,1,3,3,2,0,1,85,4,0.09,0.45,0.82,32,151,0.86,nmap
573,icmp,dns,S0,6222,7645,1,1,3,0,1,1,4,2,0.54,1.0,0.94,188,219,0.85,smurf
636,icmp,telnet,RSTR,1150,4864,0,0,0,3,5,0,50,46,0.14,0.54,0.46,76,154,0.98,warezclient
742,tcp,dns,REJ,7593,6160,0,1,0,5,1,0,26,74,0.39,0.21,0.53,200,22,0.49,teardrop
972,tcp,telnet,REJ,1275,9021,0,1,1,0,2,1,96,4,0.08,0.39,0.34,65,172,0.67,satan
851,icmp,ftp,RSTR,4805,1389,0,1,0,4,0,0,82,32,0.68,0.87,0.56,136,201,0.64,smurf
89,tcp,ftp,REJ,3710,8904,0,2,1,5,0,0,13,67,0.0,0.55,0.61,126,48,0.55,normal
499,icmp,http,SF,8803,1177,0,0,0,4,3,0,12,61,0.43,0.23,0.27,86,55,0.01,smurf
980,icmp,ftp,SF,6002,6873,1,0,2,1,1,1,20,50,0.91,0.53,0.64,170,34,0.71,smurf
563,icmp,http,REJ,8620,3799,1,0,1,0,5,1,78,38,0.34,0.47,0.14,96,67,0.49,guess_passwd
73,icmp,http,RSTR,7961,5345,1,3,3,4,5,1,32,21,0.11,0.1,0.39,248,25,0.63,satan
141,udp,dns,REJ,6690,5493,0,0,3,2,3,1,41,41,0.62,0.44,0.14,87,186,0.32,normal
398,icmp,dns,REJ,2819,3024,0,3,0,2,5,1,12,41,0.39,0.57,0.76,120,255,0.98,portsweep
909,udp,dns,REJ,5469,504,1,1,0,2,4,0,83,58,0.71,0.46,0.42,107,108,0.82,portsweep
433,tcp,ftp,RSTR,4489,2197,0,3,1,2,2,0,41,94,0.08,0.95,0.72,17,62,0.07,buffer_overflow
1000,tcp,telnet,RSTR,2248,1374,0,1,0,5,1,1,51,1,0.58,0.62,0.19,82,51,0.33,portsweep
611,tcp,dns,RSTR,7264,1325,0,3,1,4,2,1,52,4,0.76,0.03,0.87,17,155,0.12,warezclient
436,tcp,http,RSTR,4093,3166,0,2,2,4,1,1,25,64,0.96,0.36,0.39,38,191,0.35,normal
213,udp,telnet,REJ,6020,2921,0,0,0,5,2,0,98,94,0.39,0.51,0.27,66,166,0.78,neptune
908,udp,http,S0,5345,1758,0,2,0,5,1,0,98,9,0.96,0.32,0.58,121,190,0.28,portsweep
557,icmp,ftp,REJ,2923,4215,0,0,2,5,0,1,66,72,0.74,0.74,0.27,28,138,0.07,guess_passwd
266,udp,http,REJ,7144,6480,1,2,3,3,0,0,80,88,0.42,0.13,0.71,77,51,0.08,guess_passwd
232,udp,http,S0,1137,2503,0,0,1,1,4,1,97,49,0.11,0.51,0.65,111,162,0.39,nmap
679,tcp,dns,SF,3007,7838,1,1,1,2,4,1,90,13,0.79,0.85,0.96,104,7,0.64,portsweep
658,udp,dns,SF,8678,8199,1,3,1,1,1,0,81,8,0.73,0.23,0.43,105,164,0.83,teardrop
152,icmp,telnet,REJ,5189,5996,0,2,0,1,4,0,52,76,0.28,0.12,0.39,146,149,0.59,warezclient
898,tcp,ftp,S0,3629,9743,0,2,0,2,0,0,5,40,0.02,0.56,0.37,229,117,0.71,buffer_overflow
277,icmp,dns,RSTR,6225,4221,0,1,3,5,0,1,56,94,0.39,0.37,0.61,182,96,0.77,warezclient
501,tcp,http,RSTR,1689,4544,1,3,3,2,0,1,27,53,0.57,0.24,0.61,201,93,0.31,normal
415,udp,ftp,S0,8222,8742,1,1,0,2,5,1,49,10,0.88,0.97,0.45,198,138,0.07,neptune
168,icmp,ftp,SF,8420,4401,0,1,0,1,2,0,9,22,0.18,0.41,0.28,210,175,0.31,smurf
749,tcp,dns,SF,2212,1916,1,2,2,1,5,1,100,12,0.8,0.99,0.78,112,31,0.3,buffer_overflow
331,tcp,telnet,SF,1086,7076,0,0,3,2,3,1,40,40,0.32,0.18,0.75,39,243,0.57,warezclient
392,udp,ftp,S0,9692,8143,0,0,2,2,2,0,37,53,0.12,0.21,0.22,85,153,0.07,nmap
504,icmp,telnet,SF,6340,9030,0,2,0,4,0,1,57,99,0.47,0.63,0.61,164,110,0.82,teardrop
532,udp,telnet,SF,1091,3191,1,3,3,5,2,0,50,28,0.24,0.11,0.18,112,111,0.62,smurf
252,tcp,http,SF,7477,7290,1,3,3,5,3,1,66,68,0.24,0.43,0.24,123,187,0.73,warezclient
686,tcp,dns,SF,8032,2020,0,1,1,5,5,0,18,26,0.12,0.64,0.05,158,6,0.18,normal
911,udp,http,RSTR,7971,6173,0,0,2,0,5,0,82,17,0.48,0.25,0.59,180,72,0.4,portsweep
386,udp,telnet,S0,950,8690,1,2,3,5,2,0,89,14,0.81,0.95,0.51,15,186,1.0,smurf
706,udp,telnet,REJ,330,3955,0,0,0,0,2,1,1,13,0.99,0.91,0.76,240,59,0.19,teardrop
273,udp,dns,SF,1119,2480,0,1,2,0,5,0,11,50,0.49,0.41,0.46,196,37,0.4,warezclient
836,icmp,ftp,REJ,8029,6238,1,3,0,4,4,0,35,4,0.75,0.56,0.08,16,211,0.73,nmap
419,udp,http,RSTR,5340,4482,1,0,2,0,3,1,92,1,0.67,0.79,1.0,251,239,0.48,nmap
961,tcp,ftp,S0,6476,9959,1,1,0,0,1,1,44,29,0.34,0.75,0.75,109,182,0.4,normal
76,icmp,telnet,SF,9029,7081,0,3,2,4,5,1,25,71,0.65,0.47,0.92,0,50,0.23,smurf
698,udp,http,RSTR,1367,7069,0,3,0,0,1,0,69,41,0.94,0.78,0.84,0,228,0.32,portsweep
653,tcp,http,RSTR,5064,6556,0,3,1,3,2,1,27,74,0.06,0.4,0.04,173,95,0.09,satan
257,udp,http,SF,6699,4146,1,1,1,0,1,0,83,90,0.71,0.68,0.03,142,226,0.21,guess_passwd
450,icmp,telnet,RSTR,9484,9747,0,1,0,1,3,1,71,50,0.54,0.24,0.17,96,43,0.34,guess_passwd
376,tcp,http,SF,1428,3717,0,3,3,0,2,0,100,21,0.38,0.02,0.29,48,190,0.03,normal
676,udp,dns,RSTR,9742,4205,1,0,2,0,4,0,58,79,0.57,0.75,0.02,160,150,0.38,normal
63,icmp,telnet,S0,434,3505,1,2,3,5,1,1,17,57,0.05,0.19,0.48,231,79,0.69,satan
564,udp,telnet,SF,9308,2229,0,3,2,2,0,1,34,82,0.75,0.18,0.61,30,221,0.28,satan
198,tcp,dns,S0,2057,9007,0,0,1,4,4,0,66,74,0.53,0.77,0.08,252,51,0.88,buffer_overflow
312,tcp,ftp,S0,8479,8989,1,3,2,3,3,1,85,7,0.06,0.43,0.27,214,114,0.81,guess_passwd
64,udp,ftp,S0,9651,9666,1,3,2,4,2,1,91,40,0.93,0.58,0.43,29,129,0.13,neptune
624,tcp,telnet,S0,8965,5916,0,1,2,5,5,0,64,90,0.02,0.99,0.48,18,0,0.68,neptune
286,icmp,telnet,SF,9053,6232,0,1,0,2,3,1,77,42,0.4,0.05,0.25,82,197,0.53,smurf
648,icmp,ftp,SF,7822,9344,1,2,0,0,3,0,37,74,0.04,0.77,0.62,55,219,0.21,neptune
938,udp,http,REJ,275,1907,0,0,0,2,1,1,58,71,0.29,0.62,0.78,162,89,0.67,normal
764,icmp,telnet,S0,399,400,1,0,0,4,1,0,87,86,0.29,0.77,0.69,16,16,0.04,nmap
324,tcp,ftp,RSTR,8876,9963,1,3,3,5,0,1,92,73,0.97,0.5,0.83,138,24,0.96,nmap
957,udp,dns,S0,8021,6243,0,1,2,4,5,0,31,65,0.89,0.87,0.75,7,157,0.47,nmap
366,tcp,http,RSTR,3721,3483,0,1,1,2,5,0,57,68,0.34,0.95,0.1,180,219,0.62,satan
668,udp,ftp,SF,9773,447,0,3,0,5,0,0,94,82,0.77,0.43,0.54,170,187,0.39,nmap
324,icmp,dns,REJ,4914,2007,1,0,1,1,3,1,62,35,0.02,0.29,0.61,238,239,0.72,portsweep
933,udp,http,SF,2545,7665,0,1,2,1,4,0,84,12,0.66,0.2,0.24,123,178,0.05,satan
745,udp,dns,SF,2012,9005,0,3,3,1,3,0,79,34,0.34,0.23,0.8,218,237,0.22,portsweep
328,icmp,dns,S0,9407,3861,1,0,3,0,3,0,22,44,0.23,0.04,0.55,11,86,0.02,satan
776,udp,http,RSTR,3,2575,1,1,2,3,1,0,33,73,0.68,0.99,0.62,43,67,0.08,nmap
24,udp,ftp,REJ,6041,5582,0,0,0,2,3,0,11,44,0.64,0.98,0.52,255,149,0.24,portsweep
618,tcp,telnet,SF,9802,8807,1,2,3,3,1,1,7,81,0.68,0.01,0.08,123,101,0.8,portsweep
3,udp,ftp,RSTR,1710,2520,1,1,1,1,2,1,3,25,0.22,0.49,0.28,10,11,0.75,nmap
537,tcp,telnet,RSTR,2627,468,0,2,2,3,1,1,72,100,0.29,0.3,0.69,233,235,0.91,teardrop
162,udp,ftp,SF,7951,1007,0,3,2,4,4,0,62,16,0.17,0.68,0.67,229,70,0.32,buffer_overflow
183,udp,telnet,SF,6481,7770,1,2,1,2,3,1,72,25,0.61,0.1,0.26,167,222,0.22,buffer_overflow
276,icmp,telnet,SF,9955,9695,1,3,0,5,2,1,48,60,0.43,0.46,0.6,159,217,0.22,neptune
217,icmp,telnet,S0,645,7828,1,3,2,5,0,1,16,23,0.61,0.71,0.82,68,239,0.56,portsweep
63,icmp,ftp,S0,3051,9727,1,2,2,1,3,0,71,53,0.67,0.03,0.08,19,190,0.71,buffer_overflow
696,tcp,http,RSTR,7087,4812,1,1,0,3,4,0,90,90,0.15,0.47,0.98,225,161,0.07,portsweep
258,udp,telnet,REJ,7057,8570,1,1,3,1,4,0,9,21,0.07,0.1,0.89,35,139,0.75,guess_passwd
402,icmp,http,S0,2638,5111,1,1,2,1,0,0,1,71,0.38,0.39,0.98,54,129,0.89,satan
180,tcp,http,RSTR,5962,8820,1,1,3,4,3,1,30,60,0.92,0.93,0.5,22,133,0.56,portsweep
765,udp,dns,RSTR,8922,500,1,3,0,0,2,1,51,17,0.6,0.22,0.02,46,154,0.68,warezclient
591,icmp,telnet,S0,5809,7461,0,1,2,4,2,0,79,37,0.61,0.21,0.59,162,91,0.35,satan
517,icmp,dns,SF,7278,9405,0,1,0,4,0,1,56,4,0.61,0.07,0.25,62,49,0.94,normal
937,icmp,ftp,S0,8450,7029,1,1,3,3,0,1,10,75,0.47,0.9,0.87,165,184,0.08,nmap
729,udp,ftp,SF,8094,6798,0,2,0,0,0,1,24,11,0.87,0.28,0.01,21,3,0.4,portsweep
809,tcp,http,RSTR,6674,8773,1,2,2,3,3,0,77,63,0.4,0.7,0.89,182,173,0.39,smurf
881,icmp,ftp,S0,9449,9452,1,0,0,4,5,1,7,15,0.12,0.9,0.92,24,86,0.79,teardrop
848,udp,http,SF,1996,7462,1,3,0,0,0,0,26,8,0.25,0.1,0.01,34,127,0.23,normal
193,udp,telnet,S0,4952,8480,1,2,2,4,5,1,65,7,0.49,0.86,0.17,184,186,0.03,nmap
170,icmp,telnet,REJ,9563,472,0,3,0,0,5,0,72,64,0.29,0.09,0.47,240,224,0.55,warezclient
860,icmp,http,SF,3158,4765,1,3,3,0,3,0,9,61,0.93,0.97,0.39,46,36,0.63,neptune
773,tcp,ftp,REJ,6751,4845,0,2,0,4,4,0,60,70,0.47,0.05,0.37,24,20,0.09,smurf
73,udp,dns,REJ,5149,7785,1,1,0,2,0,1,35,34,0.19,0.67,0.06,81,146,0.39,teardrop
2,udp,dns,S0,1287,7865,0,0,2,3,2,1,78,67,0.16,0.68,0.63,137,46,0.99,warezclient
986,tcp,telnet,S0,6427,9359,0,1,3,3,2,1,0,23,0.22,0.6,0.73,212,111,0.67,neptune
743,tcp,http,REJ,2651,9009,0,3,1,4,4,0,10,11,0.48,0.87,0.29,236,232,0.82,guess_passwd
163,udp,telnet,REJ,2125,276,0,3,1,0,1,1,9,20,0.78,0.2,0.74,106,141,0.08,warezclient
478,icmp,dns,REJ,6507,5428,0,2,3,4,3,1,30,8,0.31,0.83,0.75,177,168,0.92,portsweep
551,icmp,telnet,S0,4338,7935,1,0,2,2,0,1,29,39,0.74,0.59,0.2,84,188,0.12,satan
934,icmp,telnet,RSTR,3073,4801,0,0,3,4,0,0,26,84,0.95,0.39,0.44,176,163,0.6,teardrop
979,icmp,dns,S0,6236,8758,1,0,2,0,4,1,10,82,0.01,0.77,0.9,80,246,0.93,guess_passwd
866,tcp,ftp,REJ,1237,229,0,0,2,0,1,1,99,56,0.04,0.96,0.94,176,134,0.88,warezclient
879,tcp,telnet,S0,622,4529,1,1,0,3,0,1,42,59,0.67,0.22,0.94,109,5,0.92,neptune
759,udp,http,RSTR,7422,9118,1,3,1,2,5,0,73,36,0.34,0.69,0.63,237,27,0.11,warezclient
315,tcp,ftp,RSTR,1920,7675,1,3,2,2,0,0,47,51,0.68,0.51,0.77,242,205,0.66,satan
964,udp,ftp,S0,5794,351,0,1,0,2,2,0,78,84,0.14,0.0,0.32,112,199,0.61,teardrop
163,udp,ftp,SF,820,1706,1,1,3,3,1,1,1,23,0.48,0.07,0.75,184,247,0.21,guess_passwd
818,icmp,ftp,SF,5486,2345,1,1,0,5,1,0,19,20,0.92,0.54,0.79,195,71,0.18,nmap
98,tcp,dns,S0,5524,9147,0,2,2,5,0,1,60,62,0.71,0.04,0.63,114,132,0.25,teardrop
282,udp,telnet,RSTR,4563,9,1,0,2,5,1,0,97,59,0.27,0.52,0.6,145,194,0.24,nmap
122,tcp,telnet,RSTR,4304,5486,1,2,1,4,2,1,86,25,0.89,0.11,0.97,70,37,0.69,neptune
914,udp,http,REJ,1045,1395,1,0,3,4,0,0,68,57,0.31,0.01,0.08,57,229,0.37,guess_passwd
32,tcp,ftp,S0,5486,3912,1,1,3,3,1,1,18,100,0.56,0.66,0.37,61,60,0.32,teardrop
552,icmp,telnet,REJ,3737,2378,0,2,2,2,1,1,42,11,0.13,0.8,0.81,170,54,0.33,smurf
932,tcp,ftp,S0,6946,2363,0,2,0,0,1,1,62,29,0.75,0.09,0.84,143,250,0.93,portsweep
97,udp,ftp,SF,5196,418,1,1,1,5,5,1,81,67,0.79,0.96,0.41,132,78,0.84,guess_passwd
902,udp,ftp,SF,5167,4583,1,1,1,4,0,0,10,67,0.55,0.07,0.43,17,204,0.89,teardrop
364,tcp,dns,REJ,2097,5880,1,1,2,4,4,1,32,74,0.57,0.33,0.79,123,191,0.63,teardrop
376,tcp,dns,REJ,9082,2918,1,0,2,1,3,1,15,17,0.92,0.22,0.78,250,181,0.11,nmap
101,udp,telnet,RSTR,4034,1723,0,2,3,3,5,1,21,50,0.04,0.72,0.71,102,238,0.5,normal
671,icmp,telnet,REJ,669,7128,1,2,1,4,0,0,19,30,0.88,0.04,0.1,152,21,0.45,normal
633,icmp,dns,RSTR,9609,6596,0,2,0,3,2,1,94,11,0.42,0.63,0.88,199,211,0.92,guess_passwd
626,icmp,ftp,S0,64,7050,1,1,3,5,3,1,75,67,0.15,0.4,0.23,141,221,0.1,smurf
178,udp,dns,S0,4595,4947,0,1,2,0,2,0,91,14,0.24,0.76,0.8,57,38,0.03,normal
188,udp,http,REJ,4763,104,1,2,0,2,0,1,4,15,0.87,0.59,0.76,253,88,0.88,neptune
140,icmp,telnet,RSTR,6540,1717,1,1,1,2,3,0,10,72,0.79,0.18,0.33,255,214,0.02,normal
84,tcp,http,SF,1886,5358,0,3,1,3,0,0,78,21,0.72,0.17,0.1,4,191,0.61,neptune
470,tcp,dns,REJ,638,4341,0,1,0,5,3,1,27,53,0.65,0.81,0.61,203,189,0.53,warezclient
554,tcp,dns,REJ,6592,6842,1,0,0,0,0,1,7,78,0.75,0.4,0.56,38,247,0.56,smurf
882,udp,http,S0,1157,3934,0,2,1,2,4,1,81,76,0.91,0.17,0.17,123,131,0.21,normal
214,tcp,ftp,SF,944,4772,0,2,0,3,3,0,69,72,0.02,0.58,0.23,135,145,0.32,nmap
381,tcp,ftp,S0,1560,7281,0,0,1,4,3,1,56,24,0.52,0.79,0.99,208,87,0.34,neptune
560,icmp,ftp,REJ,9245,7683,1,3,1,1,2,1,81,43,0.93,0.2,0.74,118,233,0.41,teardrop
861,icmp,ftp,REJ,2392,1750,1,2,0,2,0,1,56,30,0.81,0.07,0.23,64,27,0.35,buffer_overflow
110,udp,http,SF,4424,9211,0,0,2,0,0,1,75,76,0.46,0.67,0.93,97,197,0.26,guess_passwd
263,udp,ftp,S0,2064,5104,1,0,2,5,1,0,71,31,0.9,0.37,0.88,157,35,0.99,warezclient
730,tcp,http,RSTR,7937,3225,1,2,2,2,5,1,43,100,0.53,0.61,0.08,163,156,0.91,warezclient
93,udp,http,S0,3301,2126,1,2,2,3,2,1,20,81,0.18,0.59,0.66,114,136,0.06,normal
